"dt","country","metric","value"
2020-12-01,"all","test_p3",2563
2020-11-30,"all","test_p3",1674
2020-11-29,"all","test_p3",478
2020-11-28,"all","test_p3",729
2020-11-27,"all","test_p3",2757
2020-11-26,"all","test_p3",3521
2020-11-25,"all","test_p3",2955
2020-11-24,"all","test_p3",2862
2020-11-23,"all","test_p3",2387
2020-11-22,"all","test_p3",417
2020-11-21,"all","test_p3",903
2020-11-20,"all","test_p3",2952
2020-11-19,"all","test_p3",2912
2020-11-18,"all","test_p3",3072
2020-11-17,"all","test_p3",2832
2020-11-16,"all","test_p3",2440
2020-11-15,"all","test_p3",796
2020-11-14,"all","test_p3",895
2020-11-13,"all","test_p3",2802
2020-11-12,"all","test_p3",3694
2020-11-11,"all","test_p3",3498
2020-11-10,"all","test_p3",3590
2020-11-09,"all","test_p3",2787
2020-11-08,"all","test_p3",629
2020-11-07,"all","test_p3",866
2020-11-06,"all","test_p3",3490
2020-11-05,"all","test_p3",3603
2020-11-04,"all","test_p3",3120
2020-11-03,"all","test_p3",3612
2020-11-02,"all","test_p3",2289
2020-11-01,"all","test_p3",647
2020-10-31,"all","test_p3",1011
2020-10-30,"all","test_p3",2905
2020-10-29,"all","test_p3",3266
2020-10-28,"all","test_p3",3338
2020-10-27,"all","test_p3",3214
2020-10-26,"all","test_p3",2489
2020-10-25,"all","test_p3",622
2020-10-24,"all","test_p3",1463
2020-10-23,"all","test_p3",3618
2020-10-22,"all","test_p3",3419
2020-10-21,"all","test_p3",3511
2020-10-20,"all","test_p3",3886
2020-10-19,"all","test_p3",3192
2020-10-18,"all","test_p3",495
2020-10-17,"all","test_p3",1226
2020-10-16,"all","test_p3",4419
2020-10-15,"all","test_p3",3742
2020-10-14,"all","test_p3",3891
2020-10-13,"all","test_p3",3163
2020-10-12,"all","test_p3",2698
2020-10-11,"all","test_p3",523
2020-10-10,"all","test_p3",1307
2020-10-09,"all","test_p3",5303
2020-10-08,"all","test_p3",4112
2020-10-07,"all","test_p3",4140
2020-10-06,"all","test_p3",4473
2020-10-05,"all","test_p3",3483
2020-10-04,"all","test_p3",1275
2020-10-03,"all","test_p3",1944
2020-10-02,"all","test_p3",6411
2020-10-01,"all","test_p3",5282
2020-09-30,"all","test_p3",5705
2020-09-29,"all","test_p3",5088
2020-09-28,"all","test_p3",3786
2020-09-27,"all","test_p3",1154
2020-09-26,"all","test_p3",2708
2020-09-25,"all","test_p3",6276
2020-09-24,"all","test_p3",6261
2020-09-23,"all","test_p3",6063
2020-09-22,"all","test_p3",5770
2020-09-21,"all","test_p3",4106
2020-09-20,"all","test_p3",994
2020-09-19,"all","test_p3",2538
2020-09-18,"all","test_p3",7808
2020-09-17,"all","test_p3",6647
2020-09-16,"all","test_p3",6339
2020-09-15,"all","test_p3",6370
2020-09-14,"all","test_p3",4666
2020-09-13,"all","test_p3",1172
2020-09-12,"all","test_p3",3043
2020-09-11,"all","test_p3",7895
2020-09-10,"all","test_p3",5858
2020-09-09,"all","test_p3",5893
2020-09-08,"all","test_p3",6184
2020-09-07,"all","test_p3",3797
2020-09-06,"all","test_p3",1256
2020-09-05,"all","test_p3",2807
2020-09-04,"all","test_p3",6780
2020-09-03,"all","test_p3",6579
2020-09-02,"all","test_p3",6078
2020-09-01,"all","test_p3",3995
2020-08-31,"all","test_p3",1420
2020-08-30,"all","test_p3",759
2020-08-29,"all","test_p3",2309
2020-08-28,"all","test_p3",6886
2020-08-27,"all","test_p3",6994
2020-08-26,"all","test_p3",6138
2020-08-25,"all","test_p3",5682
2020-08-24,"all","test_p3",3996
2020-08-23,"all","test_p3",821
2020-08-22,"all","test_p3",3195
2020-08-21,"all","test_p3",7455
2020-08-20,"all","test_p3",6590
2020-08-19,"all","test_p3",5838
2020-08-18,"all","test_p3",5575
2020-08-17,"all","test_p3",3910
2020-08-16,"all","test_p3",1132
2020-08-15,"all","test_p3",2481
2020-08-14,"all","test_p3",6630
2020-08-13,"all","test_p3",6315
2020-08-12,"all","test_p3",6054
2020-08-11,"all","test_p3",5978
2020-08-10,"all","test_p3",3961
2020-08-09,"all","test_p3",1246
2020-08-08,"all","test_p3",2598
2020-08-07,"all","test_p3",5614
2020-08-06,"all","test_p3",6272
2020-08-05,"all","test_p3",6564
2020-08-04,"all","test_p3",6350
2020-08-03,"all","test_p3",4537
2020-08-02,"all","test_p3",1201
2020-08-01,"all","test_p3",2628
2020-07-31,"all","test_p3",6893
2020-07-30,"all","test_p3",7844
2020-07-29,"all","test_p3",7688
2020-07-28,"all","test_p3",7128
2020-07-27,"all","test_p3",5281
2020-07-26,"all","test_p3",1623
2020-07-25,"all","test_p3",3107
2020-07-24,"all","test_p3",9586
2020-07-23,"all","test_p3",9698
2020-07-22,"all","test_p3",9391
2020-07-21,"all","test_p3",9532
2020-07-20,"all","test_p3",7716
2020-07-19,"all","test_p3",1720
2020-07-18,"all","test_p3",3946
2020-07-17,"all","test_p3",12556
2020-07-16,"all","test_p3",13777
2020-07-15,"all","test_p3",13532
2020-07-14,"all","test_p3",13434
2020-07-13,"all","test_p3",11241
2020-07-12,"all","test_p3",2822
2020-07-11,"all","test_p3",8148
2020-07-10,"all","test_p3",18619
2020-07-09,"all","test_p3",21715
2020-07-08,"all","test_p3",22147
2020-07-07,"all","test_p3",18050
2020-07-06,"all","test_p3",15750
2020-07-05,"all","test_p3",3527
2020-07-04,"all","test_p3",10282
2020-07-03,"all","test_p3",30553
2020-07-02,"all","test_p3",27525
2020-07-01,"all","test_p3",29401
2020-06-30,"all","test_p3",26622
2020-06-29,"all","test_p3",22559
2020-06-28,"all","test_p3",5928
2020-06-27,"all","test_p3",14929
2020-06-26,"all","test_p3",35711
2020-06-25,"all","test_p3",36438
2020-06-24,"all","test_p3",36102
2020-06-23,"all","test_p3",35006
2020-06-22,"all","test_p3",26084
2020-06-21,"all","test_p3",9902
2020-06-20,"all","test_p3",20426
2020-06-19,"all","test_p3",41155
2020-06-18,"all","test_p3",44895
2020-06-17,"all","test_p3",44082
2020-06-16,"all","test_p3",39895
2020-06-15,"all","test_p3",28186
2020-06-14,"all","test_p3",13452
2020-06-13,"all","test_p3",21337
2020-06-12,"all","test_p3",46952
2020-06-11,"all","test_p3",46491
2020-06-10,"all","test_p3",42979
2020-06-09,"all","test_p3",37147
2020-06-08,"all","test_p3",27978
2020-06-07,"all","test_p3",16694
2020-06-06,"all","test_p3",22720
2020-06-05,"all","test_p3",41619
2020-06-04,"all","test_p3",42899
2020-06-03,"all","test_p3",40385
2020-06-02,"all","test_p3",36013
2020-06-01,"all","test_p3",30357
2020-05-31,"all","test_p3",23110
2020-05-30,"all","test_p3",NA
2020-05-29,"all","test_p3",NA
2020-05-28,"all","test_p3",NA
2020-05-27,"all","test_p3",NA
2020-05-26,"all","test_p3",NA
2020-05-25,"all","test_p3",NA
2020-05-24,"all","test_p3",NA
2020-05-23,"all","test_p3",NA
2020-05-22,"all","test_p3",NA
2020-05-21,"all","test_p3",NA
2020-05-20,"all","test_p3",NA
2020-05-19,"all","test_p3",NA
2020-05-18,"all","test_p3",NA
2020-05-17,"all","test_p3",NA
2020-05-16,"all","test_p3",NA
2020-05-15,"all","test_p3",NA
2020-05-14,"all","test_p3",NA
2020-05-13,"all","test_p3",NA
2020-05-12,"all","test_p3",NA
2020-05-11,"all","test_p3",NA
2020-05-10,"all","test_p3",NA
2020-05-09,"all","test_p3",NA
2020-05-08,"all","test_p3",NA
2020-05-07,"all","test_p3",NA
2020-05-06,"all","test_p3",NA
2020-05-05,"all","test_p3",NA
2020-05-04,"all","test_p3",NA
2020-05-03,"all","test_p3",NA
2020-05-02,"all","test_p3",NA
2020-05-01,"all","test_p3",NA
2020-04-30,"all","test_p3",NA
2020-04-29,"all","test_p3",NA
2020-04-28,"all","test_p3",NA
2020-04-27,"all","test_p3",NA
2020-04-26,"all","test_p3",NA
2020-04-25,"all","test_p3",NA
2020-04-24,"all","test_p3",NA
2020-04-23,"all","test_p3",NA
2020-04-22,"all","test_p3",NA
2020-04-21,"all","test_p3",NA
2020-04-20,"all","test_p3",NA
2020-04-19,"all","test_p3",NA
2020-04-18,"all","test_p3",NA
2020-04-17,"all","test_p3",NA
2020-04-16,"all","test_p3",NA
2020-04-15,"all","test_p3",NA
2020-04-14,"all","test_p3",NA
2020-04-13,"all","test_p3",NA
2020-04-12,"all","test_p3",NA
2020-04-11,"all","test_p3",NA
2020-04-10,"all","test_p3",NA
2020-04-09,"all","test_p3",NA
2020-04-08,"all","test_p3",NA
2020-04-07,"all","test_p3",NA
2020-04-06,"all","test_p3",NA
2020-04-05,"all","test_p3",NA
2020-04-04,"all","test_p3",NA
2020-04-03,"all","test_p3",NA
2020-04-02,"all","test_p3",NA
2020-04-01,"all","test_p3",NA
2020-03-31,"all","test_p3",NA
2021-02-17,"all","test_p4",33368
2021-02-16,"all","test_p4",23179
2021-02-15,"all","test_p4",26584
2021-02-14,"all","test_p4",28302
2021-02-13,"all","test_p4",35754
2021-02-12,"all","test_p4",34033
2021-02-11,"all","test_p4",31218
2021-02-10,"all","test_p4",32288
2021-02-09,"all","test_p4",31329
2021-02-08,"all","test_p4",13866
2021-02-07,"all","test_p4",17060
2021-02-06,"all","test_p4",18838
2021-02-05,"all","test_p4",20164
2021-02-04,"all","test_p4",23110
2021-02-03,"all","test_p4",26941
2021-02-02,"all","test_p4",20419
2021-02-01,"all","test_p4",23278
2021-01-31,"all","test_p4",25057
2021-01-30,"all","test_p4",28521
2021-01-29,"all","test_p4",30137
2021-01-28,"all","test_p4",41386
2021-01-27,"all","test_p4",65511
2021-01-26,"all","test_p4",59575
2021-01-25,"all","test_p4",13300
2021-01-24,"all","test_p4",17725
2021-01-23,"all","test_p4",20449
2021-01-22,"all","test_p4",20587
2021-01-21,"all","test_p4",21649
2021-01-20,"all","test_p4",24987
2021-01-19,"all","test_p4",21371
2021-01-18,"all","test_p4",19918
2021-01-17,"all","test_p4",21592
2021-01-16,"all","test_p4",22530
2021-01-15,"all","test_p4",22685
2021-01-14,"all","test_p4",34541
2021-01-13,"all","test_p4",34516
2021-01-12,"all","test_p4",38487
2021-01-11,"all","test_p4",19398
2021-01-10,"all","test_p4",43692
2021-01-09,"all","test_p4",39291
2021-01-08,"all","test_p4",32998
2021-01-07,"all","test_p4",21026
2021-01-06,"all","test_p4",17937
2021-01-05,"all","test_p4",14995
2021-01-04,"all","test_p4",13503
2021-01-03,"all","test_p4",11808
2021-01-02,"all","test_p4",1172
2021-01-01,"all","test_p4",18839
2020-12-31,"all","test_p4",90
2020-12-30,"all","test_p4",19791
2020-12-29,"all","test_p4",21963
2020-12-28,"all","test_p4",6098
2020-12-27,"all","test_p4",0
2020-12-26,"all","test_p4",0
2020-12-25,"all","test_p4",0
2020-12-24,"all","test_p4",72
2020-12-23,"all","test_p4",18045
2020-12-22,"all","test_p4",14962
2020-12-21,"all","test_p4",19745
2020-12-20,"all","test_p4",27462
2020-12-19,"all","test_p4",10991
2020-12-18,"all","test_p4",18843
2020-12-17,"all","test_p4",11325
2020-12-16,"all","test_p4",15981
2020-12-15,"all","test_p4",13583
2020-12-14,"all","test_p4",10234
2020-12-13,"all","test_p4",14478
2020-12-12,"all","test_p4",19129
2020-12-11,"all","test_p4",20811
2020-12-10,"all","test_p4",22900
2020-12-09,"all","test_p4",16546
2020-12-08,"all","test_p4",13098
2020-12-07,"all","test_p4",10666
2020-12-06,"all","test_p4",15874
2020-12-05,"all","test_p4",19548
2020-12-04,"all","test_p4",22414
2020-12-03,"all","test_p4",24822
2020-12-02,"all","test_p4",24119
2020-12-01,"all","test_p4",19501
2020-11-30,"all","test_p4",17897
2020-11-29,"all","test_p4",26071
2020-11-28,"all","test_p4",27163
2020-11-27,"all","test_p4",29386
2020-11-26,"all","test_p4",31580
2020-11-25,"all","test_p4",30464
2020-11-24,"all","test_p4",23628
2020-11-23,"all","test_p4",27216
2020-11-22,"all","test_p4",46459
2020-11-21,"all","test_p4",38860
2020-11-20,"all","test_p4",38438
2020-11-19,"all","test_p4",39134
2020-11-18,"all","test_p4",27612
2020-11-17,"all","test_p4",12141
2020-11-16,"all","test_p4",16939
2020-11-15,"all","test_p4",19821
2020-11-14,"all","test_p4",13111
2020-11-13,"all","test_p4",18904
2020-11-12,"all","test_p4",18014
2020-11-11,"all","test_p4",24762
2020-11-10,"all","test_p4",21005
2020-11-09,"all","test_p4",19121
2020-11-08,"all","test_p4",22575
2020-11-07,"all","test_p4",22371
2020-11-06,"all","test_p4",17767
2020-11-05,"all","test_p4",27817
2020-11-04,"all","test_p4",19972
2020-11-03,"all","test_p4",19650
2020-11-02,"all","test_p4",29005
2020-11-01,"all","test_p4",39340
2020-10-31,"all","test_p4",31067
2020-10-30,"all","test_p4",50230
2020-10-29,"all","test_p4",57566
2020-10-28,"all","test_p4",54840
2020-10-27,"all","test_p4",50982
2020-10-26,"all","test_p4",40256
2020-10-25,"all","test_p4",29888
2020-10-24,"all","test_p4",35785
2020-10-23,"all","test_p4",35710
2020-10-22,"all","test_p4",27174
2020-10-21,"all","test_p4",28785
2020-10-20,"all","test_p4",21376
2020-10-19,"all","test_p4",26652
2020-10-18,"all","test_p4",26009
2020-10-17,"all","test_p4",30839
2020-10-16,"all","test_p4",24408
2020-10-15,"all","test_p4",26401
2020-10-14,"all","test_p4",22838
2020-10-13,"all","test_p4",15096
2020-10-12,"all","test_p4",20138
2020-10-11,"all","test_p4",21317
2020-10-10,"all","test_p4",24479
2020-10-09,"all","test_p4",20256
2020-10-08,"all","test_p4",15071
2020-10-07,"all","test_p4",16943
2020-10-06,"all","test_p4",21220
2020-10-05,"all","test_p4",40482
2020-10-04,"all","test_p4",26878
2020-10-03,"all","test_p4",33819
2020-10-02,"all","test_p4",20729
2020-10-01,"all","test_p4",27172
2020-09-30,"all","test_p4",22232
2020-09-29,"all","test_p4",21285
2020-09-28,"all","test_p4",29735
2020-09-27,"all","test_p4",39384
2020-09-26,"all","test_p4",23100
2020-09-25,"all","test_p4",34222
2020-09-24,"all","test_p4",23144
2020-09-23,"all","test_p4",31097
2020-09-22,"all","test_p4",22229
2020-09-21,"all","test_p4",25088
2020-09-20,"all","test_p4",26382
2020-09-19,"all","test_p4",23274
2020-09-18,"all","test_p4",29594
2020-09-17,"all","test_p4",27448
2020-09-16,"all","test_p4",42738
2020-09-15,"all","test_p4",59306
2020-09-14,"all","test_p4",8808
2020-09-13,"all","test_p4",12730
2020-09-12,"all","test_p4",7760
2020-09-11,"all","test_p4",4304
2020-09-10,"all","test_p4",12006
2020-09-09,"all","test_p4",15913
2020-09-08,"all","test_p4",16574
2020-09-07,"all","test_p4",12643
2020-09-06,"all","test_p4",18788
2020-09-05,"all","test_p4",22662
2020-09-04,"all","test_p4",14900
2020-09-03,"all","test_p4",18945
2020-09-02,"all","test_p4",15371
2020-09-01,"all","test_p4",7334
2020-08-31,"all","test_p4",21960
2020-08-30,"all","test_p4",14435
2020-08-29,"all","test_p4",10627
2020-08-28,"all","test_p4",21641
2020-08-27,"all","test_p4",18219
2020-08-26,"all","test_p4",18236
2020-08-25,"all","test_p4",17660
2020-08-24,"all","test_p4",12384
2020-08-23,"all","test_p4",18517
2020-08-22,"all","test_p4",6875
2020-08-21,"all","test_p4",3570
2020-08-20,"all","test_p4",6716
2020-08-19,"all","test_p4",8680
2020-08-18,"all","test_p4",4210
2020-08-17,"all","test_p4",5656
2020-08-16,"all","test_p4",5888
2020-08-15,"all","test_p4",5592
2020-08-14,"all","test_p4",3568
2020-08-13,"all","test_p4",4109
2020-08-12,"all","test_p4",10407
2020-08-11,"all","test_p4",12799
2020-08-10,"all","test_p4",24273
2020-08-09,"all","test_p4",11747
2020-08-08,"all","test_p4",15752
2020-08-07,"all","test_p4",20110
2020-08-06,"all","test_p4",16995
2020-08-05,"all","test_p4",15404
2020-08-04,"all","test_p4",16327
2020-08-03,"all","test_p4",30838
2020-08-02,"all","test_p4",38497
2020-08-01,"all","test_p4",28461
2020-07-31,"all","test_p4",36325
2020-07-30,"all","test_p4",44778
2020-07-29,"all","test_p4",14473
2020-07-28,"all","test_p4",17207
2020-07-27,"all","test_p4",11544
2020-07-26,"all","test_p4",7252
2020-07-25,"all","test_p4",5802
2020-07-24,"all","test_p4",6864
2020-07-23,"all","test_p4",8142
2020-07-22,"all","test_p4",6742
2020-07-21,"all","test_p4",11333
2020-07-20,"all","test_p4",9932
2020-07-19,"all","test_p4",16676
2020-07-18,"all","test_p4",4750
2020-07-17,"all","test_p4",7813
2020-07-16,"all","test_p4",2974
2020-07-15,"all","test_p4",8915
2020-07-14,"all","test_p4",6192
2020-07-13,"all","test_p4",11402
2020-07-12,"all","test_p4",12496
2020-07-11,"all","test_p4",2648
2020-07-10,"all","test_p4",8120
2020-07-09,"all","test_p4",8233
2020-07-08,"all","test_p4",10627
2020-07-07,"all","test_p4",7499
2020-07-06,"all","test_p4",15001
2020-07-05,"all","test_p4",16804
2020-07-04,"all","test_p4",22645
2020-07-03,"all","test_p4",27835
2020-07-02,"all","test_p4",29604
2020-07-01,"all","test_p4",15094
2020-06-30,"all","test_p4",20798
2020-06-29,"all","test_p4",20253
2020-06-28,"all","test_p4",19848
2020-06-27,"all","test_p4",11915
2020-06-26,"all","test_p4",15825
2020-06-25,"all","test_p4",25565
2020-06-24,"all","test_p4",16161
2020-06-23,"all","test_p4",28918
2020-06-22,"all","test_p4",16931
2020-06-21,"all","test_p4",9510
2020-06-20,"all","test_p4",16981
2020-06-19,"all","test_p4",5189
2020-06-18,"all","test_p4",4380
2020-06-17,"all","test_p4",3685
2020-06-16,"all","test_p4",3578
2020-06-15,"all","test_p4",5343
2020-06-14,"all","test_p4",3825
2020-06-13,"all","test_p4",3028
2020-06-12,"all","test_p4",4931
2020-06-11,"all","test_p4",3940
2020-06-10,"all","test_p4",4678
2020-06-09,"all","test_p4",4349
2020-06-08,"all","test_p4",3698
2020-06-07,"all","test_p4",3638
2020-06-06,"all","test_p4",4299
2020-06-05,"all","test_p4",4723
2020-06-04,"all","test_p4",5880
2020-06-03,"all","test_p4",6384
2020-06-02,"all","test_p4",6903
2020-06-01,"all","test_p4",6451
2020-05-31,"all","test_p4",7061
2020-05-30,"all","test_p4",7520
2020-05-29,"all","test_p4",11002
2020-05-28,"all","test_p4",18100
2020-05-27,"all","test_p4",12685
2020-05-26,"all","test_p4",14334
2020-05-25,"all","test_p4",9097
2020-05-24,"all","test_p4",7789
2020-05-23,"all","test_p4",12410
2020-05-22,"all","test_p4",8083
2020-05-21,"all","test_p4",14521
2020-05-20,"all","test_p4",6416
2020-05-19,"all","test_p4",8473
2020-05-18,"all","test_p4",9504
2020-05-17,"all","test_p4",6851
2020-05-16,"all","test_p4",5091
2020-05-15,"all","test_p4",5888
2020-05-14,"all","test_p4",3571
2020-05-13,"all","test_p4",2759
2020-05-12,"all","test_p4",2491
2020-05-11,"all","test_p4",3244
2020-05-10,"all","test_p4",3401
2020-05-09,"all","test_p4",2616
2020-05-08,"all","test_p4",3056
2020-05-07,"all","test_p4",2171
2020-05-06,"all","test_p4",1484
2020-05-05,"all","test_p4",1641
2020-05-04,"all","test_p4",1304
2020-05-03,"all","test_p4",614
2020-05-02,"all","test_p4",0
2020-05-01,"all","test_p4",751
2020-04-30,"all","test_p4",1072
2020-04-29,"all","test_p4",1150
2020-04-28,"all","test_p4",242
2020-04-27,"all","test_p4",1834
2020-04-26,"all","test_p4",0
2020-04-25,"all","test_p4",0
2020-04-24,"all","test_p4",535
2020-04-23,"all","test_p4",508
2020-04-22,"all","test_p4",487
2020-04-21,"all","test_p4",51
2020-04-20,"all","test_p4",605
2020-04-19,"all","test_p4",0
2020-04-18,"all","test_p4",377
2020-04-17,"all","test_p4",308
2020-04-16,"all","test_p4",422
2020-04-15,"all","test_p4",176
2020-04-14,"all","test_p4",3
2020-04-13,"all","test_p4",415
2020-04-12,"all","test_p4",0
2020-04-11,"all","test_p4",350
2020-04-10,"all","test_p4",354
2020-04-09,"all","test_p4",273
2020-04-08,"all","test_p4",0
2020-04-07,"all","test_p4",4
2020-04-06,"all","test_p4",91
2020-04-05,"all","test_p4",505
2020-04-04,"all","test_p4",181
2020-04-03,"all","test_p4",336
2020-04-02,"all","test_p4",166
2020-04-01,"all","test_p4",23
2020-03-31,"all","test_p4",NA
2020-03-31,"all","test_p1_p4",11896
2020-04-01,"all","test_p1_p4",11947
2020-04-02,"all","test_p1_p4",13623
2020-04-03,"all","test_p1_p4",14629
2020-04-04,"all","test_p1_p4",16080
2020-04-05,"all","test_p1_p4",13238
2020-04-06,"all","test_p1_p4",13775
2020-04-07,"all","test_p1_p4",14423
2020-04-08,"all","test_p1_p4",16443
2020-04-09,"all","test_p1_p4",19116
2020-04-10,"all","test_p1_p4",18091
2020-04-11,"all","test_p1_p4",18000
2020-04-12,"all","test_p1_p4",14506
2020-04-13,"all","test_p1_p4",14982
2020-04-14,"all","test_p1_p4",15994
2020-04-15,"all","test_p1_p4",18665
2020-04-16,"all","test_p1_p4",21328
2020-04-17,"all","test_p1_p4",21389
2020-04-18,"all","test_p1_p4",21626
2020-04-19,"all","test_p1_p4",19316
2020-04-20,"all","test_p1_p4",17970
2020-04-21,"all","test_p1_p4",22814
2020-04-22,"all","test_p1_p4",23560
2020-04-23,"all","test_p1_p4",28532
2020-04-24,"all","test_p1_p4",28760
2020-04-25,"all","test_p1_p4",29058
2020-04-26,"all","test_p1_p4",31610
2020-04-27,"all","test_p1_p4",33287
2020-04-28,"all","test_p1_p4",45505
2020-04-29,"all","test_p1_p4",66793
2020-04-30,"all","test_p1_p4",84215
2020-05-01,"all","test_p1_p4",74893
2020-05-02,"all","test_p1_p4",63559
2020-05-03,"all","test_p1_p4",68817
2020-05-04,"all","test_p1_p4",73068
2020-05-05,"all","test_p1_p4",67444
2020-05-06,"all","test_p1_p4",74761
2020-05-07,"all","test_p1_p4",78912
2020-05-08,"all","test_p1_p4",77892
2020-05-09,"all","test_p1_p4",77202
2020-05-10,"all","test_p1_p4",76942
2020-05-11,"all","test_p1_p4",70360
2020-05-12,"all","test_p1_p4",74859
2020-05-13,"all","test_p1_p4",83472
2020-05-14,"all","test_p1_p4",85166
2020-05-15,"all","test_p1_p4",93934
2020-05-16,"all","test_p1_p4",93353
2020-05-17,"all","test_p1_p4",82141
2020-05-18,"all","test_p1_p4",72532
2020-05-19,"all","test_p1_p4",88126
2020-05-20,"all","test_p1_p4",87819
2020-05-21,"all","test_p1_p4",107919
2020-05-22,"all","test_p1_p4",92143
2020-05-23,"all","test_p1_p4",92312
2020-05-24,"all","test_p1_p4",59633
2020-05-25,"all","test_p1_p4",78478
2020-05-26,"all","test_p1_p4",78099
2020-05-27,"all","test_p1_p4",83014
2020-05-28,"all","test_p1_p4",102734
2020-05-29,"all","test_p1_p4",106552
2020-05-30,"all","test_p1_p4",97387
2020-05-31,"all","test_p1_p4",105434
2020-06-01,"all","test_p1_p4",101571
2020-06-02,"all","test_p1_p4",129183
2020-06-03,"all","test_p1_p4",143443
2020-06-04,"all","test_p1_p4",144224
2020-06-05,"all","test_p1_p4",145009
2020-06-06,"all","test_p1_p4",117581
2020-06-07,"all","test_p1_p4",104122
2020-06-08,"all","test_p1_p4",98445
2020-06-09,"all","test_p1_p4",133102
2020-06-10,"all","test_p1_p4",145509
2020-06-11,"all","test_p1_p4",149344
2020-06-12,"all","test_p1_p4",147099
2020-06-13,"all","test_p1_p4",120409
2020-06-14,"all","test_p1_p4",83965
2020-06-15,"all","test_p1_p4",101337
2020-06-16,"all","test_p1_p4",122435
2020-06-17,"all","test_p1_p4",131631
2020-06-18,"all","test_p1_p4",135854
2020-06-19,"all","test_p1_p4",133535
2020-06-20,"all","test_p1_p4",117971
2020-06-21,"all","test_p1_p4",76514
2020-06-22,"all","test_p1_p4",102957
2020-06-23,"all","test_p1_p4",130680
2020-06-24,"all","test_p1_p4",140303
2020-06-25,"all","test_p1_p4",155176
2020-06-26,"all","test_p1_p4",144928
2020-06-27,"all","test_p1_p4",117741
2020-06-28,"all","test_p1_p4",90229
2020-06-29,"all","test_p1_p4",105384
2020-06-30,"all","test_p1_p4",144787
2020-07-01,"all","test_p1_p4",157131
2020-07-02,"all","test_p1_p4",169259
2020-07-03,"all","test_p1_p4",172566
2020-07-04,"all","test_p1_p4",126100
2020-07-05,"all","test_p1_p4",97315
2020-07-06,"all","test_p1_p4",94284
2020-07-07,"all","test_p1_p4",126238
2020-07-08,"all","test_p1_p4",153092
2020-07-09,"all","test_p1_p4",161796
2020-07-10,"all","test_p1_p4",154864
2020-07-11,"all","test_p1_p4",134890
2020-07-12,"all","test_p1_p4",101927
2020-07-13,"all","test_p1_p4",97403
2020-07-14,"all","test_p1_p4",132121
2020-07-15,"all","test_p1_p4",152063
2020-07-16,"all","test_p1_p4",165966
2020-07-17,"all","test_p1_p4",177625
2020-07-18,"all","test_p1_p4",140393
2020-07-19,"all","test_p1_p4",120968
2020-07-20,"all","test_p1_p4",101741
2020-07-21,"all","test_p1_p4",142559
2020-07-22,"all","test_p1_p4",147595
2020-07-23,"all","test_p1_p4",152133
2020-07-24,"all","test_p1_p4",157229
2020-07-25,"all","test_p1_p4",142954
2020-07-26,"all","test_p1_p4",113424
2020-07-27,"all","test_p1_p4",99090
2020-07-28,"all","test_p1_p4",154946
2020-07-29,"all","test_p1_p4",165480
2020-07-30,"all","test_p1_p4",206656
2020-07-31,"all","test_p1_p4",190220
2020-08-01,"all","test_p1_p4",162088
2020-08-02,"all","test_p1_p4",163786
2020-08-03,"all","test_p1_p4",158666
2020-08-04,"all","test_p1_p4",163422
2020-08-05,"all","test_p1_p4",174519
2020-08-06,"all","test_p1_p4",185980
2020-08-07,"all","test_p1_p4",181864
2020-08-08,"all","test_p1_p4",165176
2020-08-09,"all","test_p1_p4",166207
2020-08-10,"all","test_p1_p4",164061
2020-08-11,"all","test_p1_p4",166311
2020-08-12,"all","test_p1_p4",184444
2020-08-13,"all","test_p1_p4",169857
2020-08-14,"all","test_p1_p4",177957
2020-08-15,"all","test_p1_p4",182987
2020-08-16,"all","test_p1_p4",169276
2020-08-17,"all","test_p1_p4",150174
2020-08-18,"all","test_p1_p4",163010
2020-08-19,"all","test_p1_p4",190434
2020-08-20,"all","test_p1_p4",183933
2020-08-21,"all","test_p1_p4",191360
2020-08-22,"all","test_p1_p4",181455
2020-08-23,"all","test_p1_p4",175209
2020-08-24,"all","test_p1_p4",153393
2020-08-25,"all","test_p1_p4",186500
2020-08-26,"all","test_p1_p4",208835
2020-08-27,"all","test_p1_p4",203416
2020-08-28,"all","test_p1_p4",197211
2020-08-29,"all","test_p1_p4",183510
2020-08-30,"all","test_p1_p4",182065
2020-08-31,"all","test_p1_p4",181934
2020-09-01,"all","test_p1_p4",175687
2020-09-02,"all","test_p1_p4",203221
2020-09-03,"all","test_p1_p4",206883
2020-09-04,"all","test_p1_p4",210463
2020-09-05,"all","test_p1_p4",191588
2020-09-06,"all","test_p1_p4",189974
2020-09-07,"all","test_p1_p4",195692
2020-09-08,"all","test_p1_p4",209609
2020-09-09,"all","test_p1_p4",227465
2020-09-10,"all","test_p1_p4",240312
2020-09-11,"all","test_p1_p4",250839
2020-09-12,"all","test_p1_p4",231969
2020-09-13,"all","test_p1_p4",227075
2020-09-14,"all","test_p1_p4",221192
2020-09-15,"all","test_p1_p4",288822
2020-09-16,"all","test_p1_p4",285296
2020-09-17,"all","test_p1_p4",267294
2020-09-18,"all","test_p1_p4",289911
2020-09-19,"all","test_p1_p4",265697
2020-09-20,"all","test_p1_p4",247099
2020-09-21,"all","test_p1_p4",218059
2020-09-22,"all","test_p1_p4",246359
2020-09-23,"all","test_p1_p4",269428
2020-09-24,"all","test_p1_p4",274768
2020-09-25,"all","test_p1_p4",298718
